gene_ID	0	5	10	15	20	25	30	35	40	45	50	55	60	65	70	75	80	85	90	95	100	105	110	115	120	125	130	135	140	145	150	155	160	165	170	175	180	185	190	195	200	205	210	215	220	225	230	235	240	245
RPN7	145.004	124.344	147.619	160.797	145.121	129.074	104.17	87.233	90.035	97.884	109.993	117.051	119.099	120.299	127.295	154.578	139.43	133.419	138.743	127.382	125.129	128.947	118.544	124.223	125.266	127.122	134.023	145.347	146.62	120.239	133.696	131.774	131.55	131.817	129.388	116.735	119.1	129.453	125.242	126.379	131.262	127.849	134.805	134.952	133.488	132.222	131.804	132.094	129.03	129.684
TAZ1	63.784	64.993	76.484	87.605	79.276	72.504	57.966	48.262	42.522	42.306	38.75	40.529	46.622	53.725	59.395	60.439	59.644	56.135	65.131	55.371	59.45	55.811	49.24	44.589	50.734	44.358	47.213	53.048	50.289	62.085	56.435	60.448	62.686	57.813	55.566	52.642	62.218	51.787	51.85	53.404	53.194	51.909	55.906	56.211	57.075	55.652	55.681	56.188	55.568	54.022
CPR6	507.324	436.105	484.996	507.448	491.133	455.717	401.091	389.195	347.2	321.893	303.919	281.726	262.093	277.603	257.137	289.463	311.716	344.134	356.777	365.855	387.624	398.677	365.14	337.489	342.943	317.811	319.221	318.194	322.911	349.754	341.78	347.658	349.073	342.012	348.825	362.435	353.181	330.678	343.783	311.752	305.659	306.937	302.549	309.212	295.866	296.413	278.166	291.395	287.97	289.086
DSE2	101.619	42.371	89.971	138.601	110.716	54.913	40.483	32.421	36.178	38.461	26.626	20.973	16.806	15.094	31.196	171.327	403.475	640.947	769.427	794.599	669.3	595.264	486.093	408.934	292.518	227.954	177.315	173.924	254.945	255.932	400.699	440.93	557.187	563.46	500.169	438.949	283.426	415.978	313.834	375.197	343.765	348.48	369.675	410.707	496.741	570.455	652.079	564.743	631.95	555.522
MAS2	81.084	85.271	89.809	102.994	95.606	85.171	70.14	59.776	56.562	56.33	62.008	59.469	57.943	61.198	70.867	68.621	78.462	83.667	66.679	67.983	74.601	65.269	61.959	65.694	67.015	64.046	72.628	68.303	76.48	70.114	71.272	70.99	76.508	73.01	74.622	64.053	56.805	72.07	72.8	68.694	72.266	71.38	72.766	69.738	76.73	76.597	74.011	77.933	80.523	80.987
AIF1	66.118	70.221	91.536	101.173	86.873	76.968	66.128	52.474	50.095	50.75	52.192	59.48	65.513	66.289	65.861	60.161	74.926	71.275	61.007	63.786	69.104	57.42	57.048	56.345	52.143	54.269	63.368	58.978	68.199	75.54	68.415	72.055	74.361	71.225	70.889	73.207	75.005	69.795	73.214	66.702	68.525	72.129	69.743	72.669	72.891	71.908	78.165	73.136	76.26	72.548
CAB1	140.277	137.878	150.983	173.745	165.493	136.408	121.042	94.132	99.136	88.676	86.838	91.835	97.115	101.959	103.015	90.127	101.147	102.203	108.312	104.5	106.205	98.946	93.354	85.521	84.427	91.396	90.564	89.811	95.813	104.431	102.113	99.466	106.728	103.055	102.691	106.971	96.826	103.025	100.628	91.236	96.113	97.947	97.634	96.586	92.618	88.387	86.553	87.125	86.795	93.317
TRX3	155.125	137.442	155.187	165.824	152.086	115.216	82.394	69.552	70.073	57.859	66.465	73.359	87.564	87.762	110.83	195.916	113.817	116.49	138.652	125.651	110.056	108.501	102.684	90.976	106.363	116.017	109.187	133.698	93.793	127.64	123.289	129.566	120.943	116.744	127.113	122.218	123.431	105.441	115.195	116.371	129.528	127.201	121.005	117.327	122.636	131.419	114.883	113.928	112.429	118.191
PTM1	164.794	195.972	184.576	196.792	181.803	153.827	126.588	122.752	125.922	132.21	135.183	142.652	152.021	156.244	159.254	164.144	147.035	144.755	138.199	135.618	137.206	141.981	140.672	144.226	152.644	145.257	148.669	155.227	156.016	137.334	142.979	146.713	143.228	144.921	139.083	133.046	123.966	143.182	141.649	151.93	143.777	146.547	145.267	138.886	142.525	145.297	145.73	142.793	144.274	143.85
MEF1	20.482	27.72	39.766	47.118	42.589	34.955	30.707	27.833	23.476	24.427	29.179	30.1	33.37	35.438	37.459	37.433	40.16	33.91	32.467	30.179	28.552	25.763	27.51	28.849	32.258	32.4	34.286	35.832	36.176	27.675	32.54	32.757	33.078	31.975	30.736	24.664	21.672	32.706	27.364	32.868	34.416	34.305	33.729	33.592	35.911	37.179	33.295	36.821	34.624	34.591
OPT2	11.022	16.861	14.054	17.733	17.208	16.593	13.161	11.746	12.136	11.189	9.782	11.102	11.224	12.435	15.016	17.016	21.145	21.166	20.637	18.457	16.909	15.963	16.163	17.295	16.16	14.874	16.171	15.638	16.449	13.878	17.832	17.821	18.918	18.491	18.235	14.991	13.395	15.529	15.016	18.183	19.472	19.019	18.847	19.724	21.508	23.039	22.516	21.69	26.029	23.429
ACS2	598.926	459.296	650.882	790.945	761.97	615.597	507.082	407.749	412.568	395.617	398.906	408.772	372.737	382.818	372.677	458.893	454.155	489.856	536.783	538.311	492.636	476.675	472.391	437.056	426.057	425.908	417.936	427.08	410.032	313.59	381.449	397.781	436.169	435.761	418.869	371.001	310.852	429.614	392.144	424.04	420.592	445.134	442.081	435.373	499.908	530.157	544.042	510.836	568.36	539.397
YIL166C	8.709	7.625	9.302	11.266	8.803	7.086	7.158	5.967	6.263	7.797	8.419	9.19	9.457	9.893	10.333	10.684	9.124	9.175	9.574	10.155	9.246	7.54	8.799	9.018	6.923	9.001	10.369	9.926	10.199	7.468	9.112	10.009	11.41	11.013	10.553	7.624	6.284	8.488	8.19	9.461	9.114	11.029	9.495	11.017	11.518	10.576	10.378	10.957	11.925	10.199
IDP1	262.499	227.131	373.403	447.667	418.929	331.795	254.321	206.425	181.481	165.143	161.689	157.201	148.096	150.412	155.987	173.521	159.353	167.44	176.076	177.612	186.329	173.025	181.636	176.423	189.627	190.252	187.319	176.673	168.703	202.093	180.929	182.415	184.976	175.322	181.695	199.811	233.113	193.166	187.853	174.912	173.904	172.483	168.935	167.039	169.367	156.159	147.767	158.657	157.977	170.207
YEF1	6.564	8.399	11.808	12.018	6.698	4.149	4.58	3.997	3.876	4.214	4.761	5.17	5.597	6.647	6.284	6.799	6.41	6.051	5.495	5.862	5.332	5.316	5.743	6.198	6.406	6.685	6.651	7.051	6.863	6.127	7.261	6.313	6.351	5.817	6.2	5.96	4.865	6.791	6.743	7.4	6.008	6.707	6.345	7.041	7.519	6.101	7.006	6.926	7.237	7.134
YHR078W	50.046	54.056	52.468	58.633	57.402	54.245	50.357	49.878	49.139	49.409	44.952	46.277	51.331	50.695	51.321	58.317	56.144	55.972	58.985	59.747	54.901	51.205	54.104	51.227	51.363	50.552	49.375	49.652	46.23	44.278	49.154	52.109	50.474	52.096	47.736	44.986	48.457	45.704	45.106	49.608	47.92	45.616	47.787	47.544	45.471	52.517	51.538	51.04	53.806	50.335
NSG2	190.684	190.685	274.206	286.116	247.796	179.453	147.381	115.793	115.871	118.974	132.704	146.103	155.307	167.459	165.711	155.61	158.026	154.627	149.018	145.286	154.807	147.665	139.55	137.504	141.276	154.642	166.734	177.258	179.935	167.557	166.551	175.891	176.632	180.02	169.268	178.034	169.037	171.074	170.007	196.52	183.044	192.202	196.308	200.526	199.086	202.587	200.673	196.707	200.421	201.84
AVT4	78.256	89.489	78.121	92.611	76.958	67.763	62.732	59.61	62.271	67.629	69.559	73.8	75.214	82.756	79.683	79.894	69.939	69.015	74.866	75.091	65.902	68.72	66.719	66.439	63.153	69.355	69.971	67.345	69.19	51.718	61.378	63.601	65.98	63.538	58.535	49.547	39.942	60.074	53.636	65.849	65.59	66.247	67.875	67.663	71.223	78.046	79.411	71.758	83.646	74.837
QCR7	816.329	651.416	1128.16	1301.32	1011.69	750.63	619.73	537.225	533.44	537.511	640.459	742.267	818.924	827.683	860.65	846.188	814.599	806.765	753.284	784.838	690.79	693.01	629.25	656.227	688.264	777.48	850.812	927.013	870.281	964.752	867.429	865.214	857.687	831.577	895.286	915.449	948.181	878.996	944.204	990.13	1073.14	1039.81	1043.35	1029.16	1074.09	1004.69	961.009	981.973	1030.55	1022.02
IRC20	15.034	13.053	14.13	17.576	15.648	13.25	11.278	9.83	11.27	12.882	14.778	14.658	14.698	15.429	14.941	13.936	14.141	12.455	11.144	11.554	11.865	10.606	12.692	13.335	13.327	14.057	14.614	14.092	14.143	11.717	12.535	11.928	12.545	11.996	12.161	11.893	11.727	12.106	12.558	12.725	13.129	12.714	13.07	13.346	13.651	14.415	13.615	14.41	14.654	15.296
INO80	18.991	20.625	19.381	22.656	20.542	19.682	16.871	14.741	14.54	15.068	16.635	15.937	18.702	18.873	20.307	21.202	21.098	21.117	20.237	17.549	17.87	16.118	17.598	17.987	17.033	16.48	17.91	16.597	17.638	13.42	15.624	15.948	15.964	17.827	15.043	12.622	11.37	14.519	13.775	15.401	15.528	13.65	15.102	15.685	17.323	16.057	17.88	17.252	16.715	17.246
YNL057W	8.054	13.346	16.172	23.6	14.724	15.473	17.903	18.353	8.506	16.789	14.983	10.669	7.588	6.186	11.281	7.844	7.181	5.595	8.369	10.187	15.366	13.209	11.486	14.419	11.866	15.437	10.44	12.451	8.655	14.04	12.676	9.069	8.863	11.311	12.41	13.333	16.074	17.506	12.201	13.854	11.936	11.659	11.505	9.48	10.09	11.675	10.011	10.017	12.571	11.922
YLR211C	24.181	21.034	24.185	30.793	25.504	18.493	14.761	11.944	12.003	13.611	15.086	16.634	18.267	22.16	22.537	20.145	19.281	19.121	23.584	18.946	16.007	18.948	16.634	18.425	15.381	20.08	20.16	21.986	23.287	27.295	24.242	25.695	23.07	23.972	24.909	22.067	24.853	21.577	25.656	24.131	22.78	25.239	25.844	27.772	25.418	21.335	24.442	23.018	22.828	23.598
GAL80	66.749	60.638	76.648	77.263	71.626	66.09	64.045	62.24	68.831	69.624	63.178	61.322	61.538	61.703	64.274	58.372	59.186	63.275	66.091	70.591	68.822	67.619	69.467	70.06	65.085	67.639	64.62	63.396	62.943	64.278	60.899	64.31	61.372	65.509	65.821	64.597	67.341	68.807	69.578	67.72	61.833	64.57	66.049	63.106	63.91	69.057	68.349	70.147	72.975	70.087
PEX21	52.547	40.104	64.744	79.191	77.154	54.594	48.62	44	43.98	41.619	41.641	36.2	36.883	31.861	37.465	35.587	36.404	38.397	40.173	41.069	39.373	39.111	35.438	36.909	35.732	34.395	31.747	34.76	31.01	45.499	36.306	37.195	37.99	35.538	35.996	40.923	48.745	36.005	35.295	36.459	35.87	37.253	34.308	36.482	32.046	31.636	35.89	35.796	32.921	34.239
BAT2	357.449	514.01	800.958	864.02	828.764	789.017	662.162	562.867	462.02	426.923	405.303	410.475	407.825	422.533	465.791	472.422	483.377	491.506	491.113	484.352	496.56	471.942	446.123	436.13	453.547	467.955	422.866	448.763	433.152	495.409	454.754	463.673	439.373	411.006	419.274	449.624	469.315	407.258	420.331	384.37	376.82	380.828	354.812	362.017	359.975	343.704	336.868	339.283	333.826	336.139
CIT2	240.038	348.59	382.845	337.154	331.915	233.463	167.575	148.384	140.56	109.541	110.474	113.818	119.59	151.123	164.222	172.442	186.333	214.853	251.82	283.044	304.157	251.028	220.132	186.897	157.479	134.567	129.133	117.319	117.186	128.177	139.705	149.762	172.831	183.102	185.074	169.569	136.564	154.994	150.727	129.465	123.027	124.163	113.457	106.09	113.733	118.839	117.294	126.96	132.517	134.062
GLR1	196.789	267.952	385.667	365.733	335.177	288.906	270.869	241.375	222.669	195.52	177.52	168.562	147.522	150.752	151.647	178	196.281	213.954	232.558	237.441	252.47	237.005	220.401	205.355	196.99	180.221	179.493	176.371	164.675	187.862	183.71	190.837	195.696	206.206	215.829	244.303	229.921	210.741	214.754	190.808	189.147	185.77	180.384	188.177	193.791	195.078	188.041	196.707	201.168	203.579
GDH1	977.796	850.842	1027.31	928.677	797.645	663.76	541.584	457.402	402.765	388.583	451.193	501.033	532.6	579.692	679.339	754.522	826.962	832.226	801.002	732.17	700.727	556.029	484.609	434.728	494.631	494.664	493.289	576.391	615.419	694.774	670.402	631.445	618.948	570.91	550.002	542.171	550.852	525.869	531.567	496.061	531.362	538.058	538.949	552.617	594.157	558.638	543.667	534.427	538.164	542.179
CIT1	330.814	447.129	659.839	631.032	513.631	379.596	292.662	256.271	253.528	224.811	210.962	206.499	220.529	246.668	260.44	292.893	272.237	303.273	348.829	374.418	415.841	399.949	369.356	330.483	328.182	317.133	313.607	301.321	286.846	289.872	273.025	282.347	311.309	329.931	345.829	361.83	369.972	343.369	364.207	336.934	325.504	310.633	290.912	285.071	304.525	322.713	319.508	327.338	354.162	366.085
BEM1	34.753	33.015	35.354	32.927	27.777	20.312	15.39	15.055	16.139	19.472	23.336	23.084	27.636	30.962	33.013	35.324	37.27	35.284	32.338	28.946	26.139	24.362	26.27	23.127	24.468	25.177	25.038	27.398	28.448	26.124	29.289	27.91	29.437	26.39	25.912	23.62	19.798	23.945	22.478	24.92	25.739	24.522	27.213	27.934	29.436	27.23	30.113	27.746	27.11	27.284
EIS1	22.812	65.041	78.856	55.109	33.85	19.013	10.232	6.579	7.221	14.27	23.875	35.89	44.795	51.828	44.601	35.374	33.362	28.937	25.713	21.182	19.876	15.608	19.64	25.347	26.448	34.967	38.468	39	41.913	35.005	34.753	31.374	29.22	29.754	28.235	27.207	26.656	30.307	31.664	34.088	37.387	35.677	33.889	36.7	37.301	34.555	36.838	34.302	32.154	33.063
GAT1	91.34	96.715	112.299	86.834	68.631	44.817	41.336	42.568	42.111	45.589	47.056	47.173	45.091	47.298	67.362	80.409	86.329	100.356	75.774	72.121	66.445	66.767	55.587	54.285	51.864	58.766	37.854	52.618	67.828	63.474	76.942	76.648	78.549	74.404	71.14	64.456	54.694	68.39	54.243	62.565	64.83	76.182	72.081	67.012	76.456	79.942	87.072	69.525	65.595	74.023
UBP11	22.076	35.749	41.832	24.915	13.177	7.756	5.807	6.004	6.977	8.142	12.379	17.137	19.069	21.956	20.842	20.297	16.962	16.275	15.85	12.205	11.519	11.205	10.643	13.416	13.621	15.807	18.118	17.529	17.065	17.365	15.776	16.045	15.095	13.563	14.564	13.869	14.208	14.128	14.8	16.751	16.324	16.249	16.104	15.708	15.939	16.302	14.225	14.773	14.268	14.581
PIR3	15.984	40.75	61.967	42.697	22.962	9.845	7.632	5.971	5.323	4.406	2.939	4.186	5.13	10.191	14.97	27.421	21.659	19.927	19.269	20.23	14.741	13.473	8.769	7.43	7.827	10.96	12.248	13.49	14.942	14.707	15.099	14.941	15.517	14.686	15.319	12.301	10.617	10.751	10.235	11.384	11.321	14.924	11.317	12.704	15.467	16.668	16.363	12.479	14.6	13.974
ODC1	59.365	49.676	72.219	64.108	44.289	42.767	33.504	31.722	30.674	31.34	33.577	37.718	44.093	48.864	55.262	54.38	51.663	51.237	51.141	47.431	47.247	38.771	38.377	36.995	37.998	40.372	39.812	43.781	45.767	58.999	52.828	51.187	49.438	50.218	45.186	52.36	48.766	46.538	50.18	48.635	50.086	50.915	48.837	53.116	53.439	58.473	52.757	53.318	58.91	56.314
PCP1	64.684	63.454	69.144	59.906	51.216	51.012	42.789	36.213	33.738	35.3	35.377	43.906	50.507	52.485	63.749	60.066	66.87	62.762	67.888	68.595	58.557	56.366	50.743	54.245	52.071	52.832	53.009	58.338	60.496	62.991	64.298	67.459	64.822	61.134	62.254	61.777	58.959	55.309	56.68	58.757	62.377	61.91	68.456	63.056	63.702	69.896	70.696	63.46	72.111	63.45
PIL1	297.678	407.622	459.17	341.902	278.492	215.465	180.063	175.955	185.869	193.273	215.289	218.319	220.019	304.737	435.824	575.712	660.547	715.296	596.083	533.114	494.006	400.694	366.924	358.419	326.81	355.774	396.568	485.817	521.335	545.938	554.637	579.862	562.639	540.598	518.251	478.755	460.452	454.087	441.348	451.57	471.223	514.842	543.067	539.933	621.21	590.719	610.139	607.203	616.503	629.066
ROD1	13.005	21.927	25.613	19.494	12.895	7.86	7.771	7.039	8.718	8.692	8.939	10.038	9.652	11.738	16.587	18.235	16.177	14.882	14.66	13.855	12.047	11.36	11.876	11.75	12.85	11.902	14.477	15.152	14.562	12.535	13.88	13.754	13.649	13.647	13.629	11.531	8.742	11.689	10.115	12.245	12.98	12.667	13.21	11.384	14.101	14.679	15.197	15.496	14.431	15.486
YBR139W	123.393	153.285	169.648	121.691	73.493	40.629	24.779	19.385	20.101	29.373	43.911	58.888	79.172	85.001	79.899	68.837	59.243	53.649	52.772	45.221	39.257	39.459	46.398	60.256	69.384	81.099	88.644	95.439	93.52	80.5	73.694	72.068	70.116	69.599	64.207	64.222	64.057	69.94	75.588	91.727	90.159	91.261	86.033	87.954	86.545	90.431	93.959	89.355	88.026	89.417
MDG1	31.826	53.55	81.411	46.78	24.189	10.45	7.388	7.893	10.133	11.094	12.929	18.973	22.796	31.517	44.054	59.436	67.748	70.212	65.13	57.651	46.493	41.994	35.876	34.606	34.412	38.852	40.31	50.59	57.104	66.443	61.374	65.296	59.338	66.67	60.325	62.503	59.279	47.312	54.087	53.023	55.232	56.42	61.72	65.3	66.949	68.601	64.658	64.702	62.612	61.336
AGP1	78.135	68.881	217.867	190.74	104.169	56.535	48.78	48.711	51.222	50.718	51.538	50.003	58.253	69.765	87.321	96.014	100.391	89.413	72.784	68.075	62.462	56.878	53.051	58.564	51.497	59.161	60.829	70.62	71.54	70.472	73.056	71.498	67.032	67.904	62.963	61.425	55.675	63.374	64.323	65.581	70.395	75.896	71.519	74.128	80.314	79.255	82.413	73.662	79.363	73.38
YPR091C	36.223	45.567	46.426	38.158	32.499	29.201	29.081	31.725	31.751	33.638	37.297	39.713	42.84	44.991	41.707	34.895	38.357	35.539	34.665	31.399	31.397	32.812	33.343	32.006	33.578	35.654	35.89	36.996	39.471	36.625	36.56	38.439	37.052	37.938	37.825	36.442	30.821	34.696	34.554	37.609	39.255	37.899	36.683	38.738	35.545	38.844	36.176	38.412	36.105	36.969
YLR312C	6.183	11.71	18.709	6.533	3.817	2.773	1.842	1.969	2.627	1.75	2.511	3.181	4.467	5.708	5.667	7.698	4.85	5.051	3.519	2.612	3.03	2.606	2.686	3.848	3.939	5.377	6.407	6.505	6.513	6.147	5.609	4.81	5.85	5.995	4.721	4.4	4.705	5.515	5.705	7.101	6.756	7.891	7.409	8.482	8.233	8.206	7.225	6.834	8.105	8.132
AEP3	13.019	11.938	13.102	11.321	9.207	8.34	6.981	7.204	7.209	7.805	7.74	8.144	9.366	7.999	8.893	10.148	9.425	7.945	7.663	7.336	7.708	6.037	8.109	8.416	6.854	8.102	8.315	9.044	10.149	9.047	8.766	9.439	8.982	8.461	8.417	7.976	6.821	8.196	7.824	9.421	8.552	8.977	9.644	8.457	8.101	8.201	9.629	8.348	8.966	7.669
ATG26	16.646	22.768	23.658	18.652	14.49	11.111	12.332	12.605	13.806	18.028	19.715	21.464	22.368	21.633	19.572	16.333	16.856	15.602	13.93	14.541	14.362	12.929	15.854	18.173	19.414	19.592	20.699	19.27	19.513	17.004	17.604	17.417	17.619	17.228	16.439	16.155	16.359	16.776	17.576	17.974	17.849	16.886	17.902	18.31	18.239	18.464	17.972	18.467	17.061	17.219
HTD2	50.516	50.546	53.429	43.121	44.21	39.261	34.437	30.886	30.067	29.066	27.137	27.356	29.284	31.747	33.685	36.109	36.553	38.956	41.794	39.192	32.111	34.63	36.016	30.824	30.249	31.799	34.832	34.676	31.807	33.598	34.051	35.351	38.475	37.793	36.6	28.974	25.233	37.053	29.889	31.878	33.826	37.951	35.559	36.693	40.026	36.012	37.2	38.331	40.34	40.201
MTH1	22.686	68.364	72.344	14.134	5.05	4.148	3.99	4.129	5.466	8.933	14.371	21.272	28.27	32.104	28.711	20.44	22.774	24.57	23.341	18.347	16.006	16.293	16.529	21.244	28.944	31.85	31.464	31.294	29.288	22.02	23.658	22.238	20.006	24.033	22.017	20.079	16.507	25.914	23.865	28.26	27.146	26.203	27.48	29.967	29.382	25.964	26.95	27.514	24.868	24.636
ZRG8	7.979	10.239	10.445	9.146	6.404	4.835	4.59	4.7	5.594	6.737	7.446	7.5	8.72	9.239	8.102	7.855	7.796	6.853	6.943	7.796	6.008	6.52	6.634	7.186	7.646	6.447	7.377	7.446	8.062	6.579	6.952	6.717	6.771	6.544	6.354	5.64	5.212	7.057	5.631	6.807	6.923	6.822	7.123	7.396	7.391	8.013	7.905	7.602	7.975	7.462
TRP4	181.855	179.087	330.256	306.182	236.349	178.978	148.223	122.094	115.151	109.263	112.597	109.46	106.219	118.116	126.675	141.508	153.928	160.985	156.102	152.957	148.924	141.908	133.131	127.426	126.823	122.23	137.224	134.477	139.809	167.437	150.09	152.902	150.545	154.443	149.619	157.238	157.085	142.365	147.743	141.593	144.386	141.962	135.481	142.451	133.565	137.002	137.856	133.685	144.475	140.593
DDI1	57.101	49.382	67.427	54.582	45.707	37.728	35.504	30.945	31.471	34.231	34.68	34.773	37.732	39.104	43.174	47.934	46.642	48.847	44.525	41.791	39.902	42.01	40.923	38.654	42.731	40.229	44.749	48.08	46.936	43.764	47.323	44.979	43.155	46.178	43.496	41.669	35.841	43.605	41.593	42.318	42.982	41.313	41.097	44.21	44.972	39.188	40.573	42.205	37.142	42.777
EOS1	97.159	115.957	133.449	122.417	113.667	105.894	115.721	113.822	98.564	97.338	97.527	100.454	108.54	118.008	122.674	116.212	127.412	129.182	118.108	124.205	119.577	119.49	105.797	111.087	100.708	100.384	100.084	108.456	115.79	104.69	108.469	113.276	113.953	109.949	110.113	101.081	95.239	111.211	102.592	106.984	104.83	112.852	110.755	112.599	117.703	115.449	118.34	108.921	114.174	114.072
ENT1	70.866	64.453	70.952	63.228	64.329	51.606	45.732	42.722	34.244	33.776	36.689	35.044	40.613	45.358	46.878	62.824	67.183	64.511	62.73	57.732	46.87	50.248	54.436	50.204	47.741	48.403	53.435	55.575	54.053	45.762	55.027	53.671	50.666	53.059	49.854	45.415	41.091	44.311	42.066	43.108	44.749	48.254	50.281	47.034	54.538	52.554	60.682	54.618	51.355	51.99
VTI1	126.073	138.103	140.355	91.16	72.386	64.736	58.02	59.61	65.464	71.4	77.68	81.584	83.633	82.736	98.433	102.023	98.605	85.166	79.868	74.779	71.888	68.329	77.939	92.971	82.649	83.535	94.164	100.459	103.912	103.367	98.759	97.025	99.136	93.366	98.341	95.263	102.894	87.361	99.035	101.203	98.249	100.137	105.228	108.14	105.783	98.531	104.444	110.819	105.242	103.857
HXT3	406.643	462.632	1025.03	651.755	452.645	391.882	398.301	373.559	413.143	483.675	589.088	810.508	978.582	997.923	904.42	904.522	771.863	812.179	768.626	737.11	602.967	579.007	604.876	725.239	758.397	807.446	804.126	841.107	840.347	708.459	710.128	686.345	662.843	679.215	603.484	588.508	538.858	627.83	664.513	707.488	691.438	695.55	688.155	700.34	709.073	722.035	672.596	620.587	653.819	575.971
ATG20	31.835	32.318	33.776	24.293	15.773	12.571	8.675	9.234	9.76	10.235	11.25	11.955	14.45	17.163	17.022	16.363	17.979	16.406	16.222	16.691	16.046	14.286	14.773	16.4	17.29	15.22	18.519	18.176	19.683	18.077	18.854	17.417	18.483	18.778	18.423	16.893	15.584	16.882	16.261	18.1	18.08	16.888	18.46	18.86	19.525	19.099	19.05	19.793	19.863	19.358
GRH1	122.046	126.886	154.955	96.239	76.49	76.965	77.716	78.49	69.597	63.691	66.463	71.938	67.118	74.312	86.001	93.982	100.447	104.22	103.504	104.99	102.961	96.24	96.333	91.8	91.162	98.968	88.858	93.89	102.601	104.852	110.844	113.169	109.065	108.342	107.754	107.499	100.866	104.888	96.165	102.737	101.439	108.998	103.824	106.131	110.03	113.529	113.974	112.271	120.944	119.646
FET5	44.23	68.467	69.715	58.502	56.838	54.189	53.097	50.482	45.183	40.86	38.077	40.314	48.493	47.195	49.736	49.776	52.068	50.483	50.864	50.753	50.985	45.479	46.813	48.324	48.139	50.609	50.422	49.531	57.001	51.055	54.958	56.132	55.806	52.457	52.316	51.284	46.995	51.384	49.992	54.179	52.029	54.357	54.591	52.636	55.898	52.723	56.622	56.053	55.253	57.226
QCR2	271.315	234.019	413.412	413.328	245.411	144.984	133.335	153.397	179.307	191.443	222.83	259.542	251.281	272.255	260.954	279.365	217.919	204.197	215.763	198.272	188.693	186.479	172.872	171.61	213.328	228.783	246.463	255.397	231.912	221.926	229.454	220.558	217.371	212.23	212.823	205.526	194.195	239.944	233.939	245.835	254.176	257.75	243.925	245.018	264.984	259.871	249.637	249.548	249.532	270.066
KAR2	696.412	868.722	1035.38	958.069	890.43	793.435	799.216	856.006	865.753	719.884	617.647	561.949	553.547	555.889	554.488	621.072	626.484	656.417	717.703	763.681	769.217	758.339	749.776	684.292	708.371	667.428	650.784	601.059	561.626	560.824	561.135	565.572	598.551	604.262	595.162	595.586	595.092	575.639	578.54	556.346	520.137	531.952	512.502	527.511	546.859	544.035	528.108	535.615	571.923	579.209
IMA5	2.046	3.247	7.76	7.547	6.489	5.99	6.73	4.342	2.983	2.524	1.889	2.21	2.037	2.143	1.915	2.288	2.222	2.83	3.246	3.803	3.525	3.015	2.679	3.201	2.381	2.862	2.882	2.53	2.263	2.808	2.446	2.931	2.666	3.264	3.102	3.04	3.053	2.84	3.081	2.439	2.516	2.532	2.093	2.775	2.651	2.809	3.024	3.038	3.034	2.44
NVJ1	60.064	60.818	63.346	39.569	29.708	24.787	22.697	22.368	19.775	22.281	22.149	24.682	24.72	27.497	31.672	38.39	33.078	30.31	40.639	33.555	28.368	30.525	29.967	28.089	33.084	33.61	34.514	32.565	37.267	39.517	36.34	36.237	36.472	37.24	35.108	34.831	37.266	33.991	34.091	37.6	36.541	37.709	39.152	40.084	39.74	39.673	38.466	39.136	34.139	34.153
MET1	26.314	31.595	34.921	28.594	21.184	19.927	21.277	24.949	28.532	28.348	27.094	24.6	25.315	23.159	21.816	20.001	20.349	19.076	18.253	20.476	19.99	29.254	35.348	38.172	38.74	31.668	30.384	25.108	24.555	23.088	22.308	22.5	21.184	25.644	25.32	28.963	32.667	27.904	31.537	28.219	26.769	28.094	25.16	24.544	25.517	23.752	23.572	26.046	25.061	25.856
PAF1	55.256	56.321	64.045	53.021	46.101	41.08	38.848	47.29	41.497	50.98	54.054	58.56	58.147	60.516	55.611	60.969	58.407	52.097	54.444	46.802	45.51	44.386	49.935	46.687	49.897	52.569	58.522	53.575	51.695	55.501	58.952	50.604	50.659	49.763	52.788	47.758	52.156	50.748	49.795	49.399	50.086	46.869	52.224	51.463	50.426	50.84	50.318	52.084	46.578	46.632
ACC1	96.413	99.071	122.542	117.161	99.332	97.919	93.92	86.834	79.182	76.94	83.983	89.932	96.719	115.46	118.387	144.294	157.505	162.585	169.61	164.973	148.859	126.188	120.582	116.006	102.107	102.564	100.578	99.91	104.981	92.948	102.76	114.666	119.564	121.509	116.949	116.572	113.711	110.574	108.803	114.205	115.663	117.107	122.171	116.822	133.465	141.051	134.858	136.64	138.496	127.057
ALG12	97.549	100.748	109.082	109.079	100.599	94.282	94.738	81.874	84.643	81.362	75.963	83.247	90.691	91.634	95.281	112.52	98.498	105.258	120.391	119.013	99.353	109.539	94.845	96.752	91.45	93.19	93.352	100.566	101.908	80.853	91.808	91.897	94.403	96.614	91.942	83.023	67.236	87.23	83.424	97.59	94.541	94.838	96.743	94.775	104.5	114.271	110.962	106.494	121.331	106.245
RIB4	514.506	479.252	617.716	565.744	441.65	449.072	371.21	329.286	276.277	309.439	328.756	384.119	406.417	401.333	454.86	451.814	437.114	416.731	402.949	397.496	366.782	364.313	315.231	317.237	332.265	369.306	298.393	321.26	391.11	488.41	422.202	451.053	418.104	405.181	439.637	470.377	533.482	432.684	473.092	411.798	389.613	427.766	380.619	430.333	360.632	376.302	363.224	401.024	372.063	386.292
